ID,Município,UF,distancia_capital_regional_km,areas_verdes_urbanas,focos_calor,emissao_co2_percapita
766,São Luís do Curu,CE,-0.43198754451855675,-1.146181418022272,0.38005783679429644,-0.7154221721411302
197,Itaquara,BA,0.6635888137646254,1.4192290665178764,0.31367509973236823,2.802032715319828
648,Chaval,CE,2.495752383561754,-0.7010635541001939,0.37029566957930704,-1.1235101268989511
176,Itaberaba,BA,0.4622385526016159,1.0698354744069978,-0.13343215871414824,0.36666911434573646
339,Santa Cruz Cabrália,BA,0.7157897975220326,1.0267595520919581,-0.014333718691276977,1.843684228017591
491,Ibirajuba,PE,-0.9068497365498787,-1.146181418022272,-0.8831666008253374,0.4114271480933684
510,Joaquim Nabuco,PE,-0.6355739078415522,-0.4091045250760353,-0.5883491509326563,-1.1893307647631157
132,Filadélfia,BA,1.276280805600718,-0.911656952084833,-0.44582150959381034,-0.07037992107231683
459,Carnaíba,PE,0.8570685006583066,1.7973399401721146,-0.1510040597011292,-0.6101091515584669
63,Caém,BA,1.2160576474275424,0.7922350861545191,0.8095931942538319,0.8958670427736201
364,Sapeaçu,BA,-0.7073313104896821,0.5194209114926004,-0.7738303280174557,-0.9734390725686557
324,Riachão do Jacuípe,BA,-0.5490733909521603,0.7730902317922792,-0.8245935975354008,-0.1572631630530142
65,Caetité,BA,1.0848224539928994,0.7204418822961195,0.6943996211169565,-0.45213962068447183
713,Milagres,CE,-0.8764791738797897,0.04079955243660262,0.77444939227987,-0.08617687415971624
222,Jussiape,BA,0.7341081485501643,-0.20808355427251624,-0.35405713777290965,0.029667448481213398
